ID,ra,dec,sector,camera,ccd,result
64690586,107.071260582125,-28.9866534877108,33,2,2,false
65295297,107.855056535526,-28.7715559806973,33,2,2,false
65475898,108.098090943465,-28.772640126394,33,2,2,false
65135166,107.759116257486,-28.5969181402123,33,2,2,false
65294437,107.843232984262,-28.4291092181102,33,2,2,false
64695788,107.284617964635,-28.621001214352,33,2,2,false
64849902,107.461122570752,-28.5721318979836,33,2,2,false
64843134,107.4005106227,-28.474336409376,33,2,2,false
64696178,107.17355571744,-28.4593377619136,33,2,2,
65135641,107.759430723924,-28.4131083463751,33,2,2,false
65053311,107.604543210216,-27.9792165980051,33,2,2,false
63950395,106.188916326308,-29.1141322457915,33,2,2,false
64136136,106.325343784221,-29.1033819687906,33,2,2,false
64139865,106.371605683,-28.8878744199548,33,2,2,false
63947014,106.046978070353,-28.9735702524395,33,2,2,false
64298237,106.51155278087,-28.36455011608,33,2,2,false
63806263,105.920024882633,-28.8295983748924,33,2,2,false
63951451,106.116845549098,-28.5886873567064,33,2,2,
63807118,105.895058354839,-28.3943428633985,33,2,2,
64779742,107.288229907886,-25.6908342435381,33,2,2,false
64438538,106.801216518247,-25.3498190584495,33,2,2,
64360680,106.731359791287,-24.9146898904383,33,2,2,
64360693,106.725421982325,-24.9105374382162,33,2,2,
50716853,126.413370406523,-6.89256568284883,34,1,2,false
